recommended_action,final_score,programmeName,normalized_domain,review_providers,photo_signal,measurement_signal,gap_tags,primarySector,subSectors,approvalRate,epc,awinIndex,feedEnabled,productReporting,primaryRegion,displayUrl,sample_product_urls,already_in_lead_or_sovrn,existing_data_dir_found,existing_scrape_doc_found,existing_claim_found,probe_status,notes,advertiserId,base_gap_score,source_export,conversionRate,launchDate,paymentStatus,paymentRiskLevel,commissionMin,commissionMax,cookieLength,parentSectors,averagePaymentTime,descriptionShort
request_to_join_p1_scrape_likely,267.3,Gonex LLC,gonexsport.com,Loox,yes,yes,bottoms_denim_active;general_womenswear,Tourism & Attractions,Clothing|Clothing Accessories|Gadgets|Home & Garden|Menswear|Sports Equipment|Sportswear|Womenswear|Tourism & Attractions,75.70,0.36,73.6833,yes,yes,US,https://www.gonexsport.com/collections/packing-cubes,https://gonexsport.com/products/gonex-waterproof-duffle-bag-for-kayaking-camping-travel | https://gonexsport.com/products/gonex-40-can-insulated-cooler-backpack | https://gonexsport.com/products/gonex-60l-expandable-canvas-duffle-bag-with-wet-dry-separation-pocket | https://gonexsport.com/products/gonex-swift-y-lightweight-camping-chair | https://gonexsport.com/products/gonex-20-000-btu-portable-double-burner-camping-stove,no,no,no,no,http_200;products_json_6,,64540,145.0,AWIN_AllClothingAdvertisers.csv,6.24867,2025-08-11,green,none,0,0,30,Retail & Shopping|Travel,31,"Join Gonex Affiliate Program - promote quality outdoor travel gear to adventurers worldwide. Earn commissions on durable, innovative products designed for outdoor enthusiasts travelers. Partner with a trusted brand in adventure equipment."
request_to_join_p1_scrape_likely,265.0,Hunkemoller US,hunkemoller.com,Yotpo,yes,yes,full_bust_lingerie,Lingerie,Lingerie,0.00,0.00,0,yes,no,US,https://www.hunkemoller.com,,no,no,no,no,http_200;products_json_invalid,,26657,175.0,AWIN_AllClothingAdvertisers.csv,,2022-01-17,amber,exposurelevel2,0,0,30,Retail & Shopping,null,Hunkemöller is the biggest high street lingerie brand in Europe with more than 900 stores worldwide and present in 19 different countries. Join the Hunkemöller Affiliate Program now!
request_to_join_p1_scrape_likely,265.0,Dos Gardenias (US),dosgardenias.com,Okendo;Loox;Yotpo,yes,yes,bottoms_denim_active;general_womenswear,Womenswear,Clothing|Sportswear|Womenswear,100.00,4.44,75.7716,no,no,US,https://www.dosgardenias.com/,https://dosgardenias.com/products/bobbi-bottom-ss26 | https://dosgardenias.com/products/peony-bottom-ss26 | https://dosgardenias.com/products/blossom-bottom-ss26 | https://dosgardenias.com/products/dahlia-top-ss26,no,no,no,no,http_200;products_json_4,,118141,145.0,AWIN_AllClothingAdvertisers.csv,3.66087,2025-07-22,green,none,0,0,30,Retail & Shopping,56,"Luxury swimwear made in Los Angeles, CA. Crafted from Premium fabrics from Italy and France. Commissionable rate of 20% on all sales."
request_to_join_p1_scrape_likely,262.6,CURVEEZ,curveez.com,Judge.me,yes,yes,full_bust_lingerie;swim_shapewear;general_womenswear,Health & Beauty,Clothing|Health & Beauty,73.81,0.64,75.9563,yes,yes,US,https://curveez.com?utm_source=share-a-sale&utm_medium=affiliate&utm_campaign=text-general,https://curveez.com/products/barely-there-layering-leggings-collective | https://curveez.com/products/shape-flow-set-firm-control-cami-bodysuit | https://curveez.com/products/essential-set-cami-control-bodysuit,no,no,no,no,home_ok,,91375,135.0,AWIN_AllClothingAdvertisers.csv,8.01124,2025-07-23,green,none,0,0,15,Retail & Shopping,34,"Curveez empowers women with comfortable, stylish shapewear and intimates that enhance confidence, support wellness, and fit all body types from XS to 5XL."
request_to_join_p1_scrape_likely,261.8,Lusomé,lusome.com,Judge.me,yes,yes,full_bust_lingerie;general_womenswear,Clothing,Clothing|Health & Beauty|Home & Garden|Lingerie|Womenswear,100.00,0.34,84.9327,no,yes,US,https://lusome.com/,https://lusome.com/products/erin-nightgown-extended-sizing | https://lusome.com/products/sarah-tee-copy | https://lusome.com/products/donna-pant-extended-sizing,no,no,no,no,home_ok,,96573,150.0,AWIN_AllClothingAdvertisers.csv,0.565479,2025-08-05,green,none,0,0,30,Retail & Shopping,31,"We believe in the power of sleep. We are devoted to improving sleep quality through the thoughtful integration of science and technology with ultimate luxury. We offer a competitive 30% commission per order for our affiliates, and that's big news."
request_to_join_p1_scrape_likely,260.4,Waistdear,waistdear.com,Stamped;Yotpo,yes,yes,swim_shapewear;bottoms_denim_active,Clothing,Clothing,100.00,0.27,60.1418,no,yes,US,https://www.waistdear.com/pages/rewards,https://www.waistdear.com/products/wholesale-adjustable-strap-one-piece-swimsuit-built-in-bra-tummy-control-ruched-front-slim-fit-swimwear | https://www.waistdear.com/products/wholesale-minimizing-bra-full-coverage-unlined-lace-mesh-side-support-underwire-smooth-back/ | https://www.waistdear.com/products/wholesale-full-coverage-underwire-bra-memory-foam-cup-side-support-wide-strap,no,no,no,no,home_ok,,33273,150.0,AWIN_AllClothingAdvertisers.csv,9.11496,2025-07-29,green,none,0,0,30,Retail & Shopping,76,"Waistdear offers Wholesale, Dropshipping, and Logo Service. We supply the functional body shapewear, waist trainer, sportswear. Our goal is always to provide our customers with high-quality products at competitive factory-direct prices."
request_to_join_p1_scrape_likely,259.2,Hot Octopuss,hotoctopuss.com,Stamped,yes,yes,full_bust_lingerie;general_womenswear,Erotic,Erotic|Health & Beauty|Lingerie|Menswear|Womenswear,48.92,0.47,39.4675,yes,no,US,https://hotoctopuss.com/,https://www.hotoctopuss.com/products/rose-trim-watch-remote_enhanced-pulse-duo | https://www.hotoctopuss.com/products/melted-dreams-massage-candles | https://www.hotoctopuss.com/products/jesse-clitoral-suction-vibrator,no,no,no,no,home_ok,,58479,150.0,AWIN_AllClothingAdvertisers.csv,3.40637,2023-07-27,amber,exposurelevel1,0,0,30,Retail & Shopping,59,Hot Octopuss is a multi award-winning boutique sex toy company selling premium adult pleasure products.
skip_existing_or_refresh_only,259.1,Net Positive,wearnetpositive.com,Okendo,yes,yes,full_bust_lingerie;general_womenswear,Clothing,Clothing|Health & Beauty|Lingerie|Womenswear,76.73,0.94,61.851,no,no,US,https://wearnetpositive.com/,https://wearnetpositive.com/products/thong-black | https://wearnetpositive.com/products/thong-mocha | https://wearnetpositive.com/products/organic-cotton-triangle-bra-pink,yes,yes,no,yes,home_ok,,117847,150.0,AWIN_AllClothingAdvertisers.csv,7.22889,2025-07-08,amber,exposurelevel1,0,0,30,Retail & Shopping,53,"Net Positive is a forward-thinking underwear brand committed to sustainability, comfort, and non-toxic living. We make intimates using certified organic plant fabrics and dyes — designed without endocrine disruptors, toxic finishes, or synthetic coatings."
request_to_join_p1_scrape_likely,258.6,WALLIEN,wallien.com,Reviews.io,yes,yes,bottoms_denim_active;general_womenswear,Sportswear,Clothing|Sports Equipment|Sportswear|Womenswear,100.00,0.18,61.8677,yes,no,NL,https://www.wallien.com/,https://www.wallien.com/products/wrap-skirt-blue-white | https://www.wallien.com/products/wrap-skirt-brown-white | https://www.wallien.com/products/sports-dress-purple,no,no,no,no,home_ok,,83739,145.0,AWIN_AllClothingAdvertisers.csv,1.51594,2024-07-12,amber,exposurelevel1,0,0,30,Retail & Shopping,78,"Award-Winning Women's Water Sports Wear. Welcome to the WALLIEN Affiliate Programme. We’re excited to collaborate with you! Join us in our mission to empower women and protect our oceans through high-performance, sustainable, and award-winning water wear."
request_to_join_p1_scrape_likely,256.0,YIZHI FASHION HK LIMITED,bit.ly,Okendo,yes,yes,bottoms_denim_active;general_womenswear,Womenswear,Clothing|Sportswear|Womenswear,75.91,0.54,41.868,no,yes,US,https://bit.ly/3N4fU94,https://en.moco.com/products/pinstripe-halterneck-linen-vest-mbf2wai005 | https://en.moco.com/products/v-neck-strap-silk-tank-top-mbf2vet007 | https://en.moco.com/products/cropped-sleeveless-denim-top-mbf2top054,no,no,no,no,home_ok,,96909,145.0,AWIN_AllClothingAdvertisers.csv,1.65584,2025-08-12,green,none,0,0,30,Retail & Shopping,68,"MOCo. is a famous women's fashion brand. We provide young girls all over the world with the latest fashion items such as tops, pants, skirts, dresses, bags, and more.Your benefits?10% commissions on each referred sale.Long 45 days p"
request_to_join_p1_scrape_likely,255.6,Dippin Daisys (US),dippindaisys.com,Judge.me,yes,yes,bottoms_denim_active;general_womenswear,Womenswear,Clothing|Sportswear|Womenswear,100.00,0.28,66.8363,no,yes,US,https://dippindaisys.com,https://dippindaisys.com/products/club-ibiza-hat-ibiza | https://dippindaisys.com/products/bellini-stripe-underwire-super-cheeky-set | https://dippindaisys.com/products/seashell-bandeau-cheeky-set,no,no,no,no,home_ok,,75734,145.0,AWIN_AllClothingAdvertisers.csv,2.47541,2024-03-07,amber,exposurelevel1,0,0,30,Retail & Shopping,52,"We're one of the fastest-growing sustainable women's swimwear brands on the market today. Since we began in 2015, we have worked to remain authentic in maintaining 4 core values: affordable luxury, size inclusivity, sustainability and female empowerment."
request_to_join_p1_scrape_likely,255.6,Sweat and Milk,sweatandmilk.com,Judge.me,yes,yes,maternity_postpartum;bottoms_denim_active,Clothing,Clothing,78.92,0.49,47.691,no,yes,US,https://www.sweatandmilk.com,https://sweatandmilk.com/products/chloe-4-2-pack-special | https://sweatandmilk.com/products/velea-phone-pouch | https://sweatandmilk.com/products/ultra-high-rise-postpartum-compression-biker-short-7-chambray-blue,no,no,no,no,home_ok,,93617,145.0,AWIN_AllClothingAdvertisers.csv,6.12777,2025-07-23,green,none,0,0,7,Retail & Shopping,71,"Join the Sweat and Milk Affiliate Program! Sweat and Milk is a premium maternity and nursing activewear brand based in Los Angeles, designed for modern moms who want to stay fit, stylish, and comfortable while breastfeeding. Our exclusive col"
skip_existing_or_refresh_only,255.1,EverLeakProof US,everleakproof.com,Loox,yes,yes,full_bust_lingerie;general_womenswear,Lingerie,Clothing|Clothing Accessories|Health & Beauty|Lingerie|Womenswear,85.71,0.65,65.1189,no,no,US,https://everleakproof.com,https://everleakproof.com/products/priority-processing | https://everleakproof.com/products/nude-rise-leakproof-underwear | https://everleakproof.com/products/black-pearl-leakproof-underwear-5-pack,yes,yes,no,yes,home_ok,,121298,150.0,AWIN_AllClothingAdvertisers.csv,4.48226,2025-10-30,amber,exposurelevel4,0,0,30,,null,"EverLeakProof is a women's health brand for period care and bladder leak protection. AOV $75 and 20% base commission, with higher approved content-partner terms available."
maybe_join_manual_review_probe,255.0,SHEIN US,us.shein.com,unknown,unknown,yes,full_bust_lingerie;bottoms_denim_active;general_womenswear,Clothing,Childrenswear|Clothing|Clothing Accessories|Jewellery|Lingerie|Menswear|Shoes|Sportswear|Womenswear,0.00,0.00,0,yes,no,US,https://us.shein.com/,,no,no,no,no,http_403;http_403,,15920,240.0,AWIN_AllClothingAdvertisers.csv,,2019-04-08,amber,exposurelevel4,10,10,30,Retail & Shopping,262,SHEIN is one of the leading online stores for women's fashion. We are dedicated to providing the most cutting-edge fashion with affordable prices and quality service for our customers. Achieve a win-win situation with your customers by joining us!
request_to_join_p1_scrape_likely,255.0,Line in the Sand,lineinthesand.com,Judge.me,yes,yes,swim_shapewear;bottoms_denim_active;general_womenswear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.lineinthesand.com,https://www.lineinthesand.com/products/coastal-packable-sun-hat | https://www.lineinthesand.com/products/boyshort-long-sleeve-swimsuit | https://www.lineinthesand.com/products/long-sleeve-swimsuit,no,no,no,no,home_ok,,83815,170.0,AWIN_AllClothingAdvertisers.csv,,2025-08-05,green,none,0,0,30,Retail & Shopping,null,"Our story is our stance: We’re taking a stand for empowering women and the planet. Our swim leggings and tops are made from recycled materials, our accessories are thoughtfully considered, and 100% of profits go to cancer and ocean organization"
request_to_join_p1_scrape_likely,255.0,LDMA,ldmabrand.com,Okendo,yes,yes,full_bust_lingerie,Clothing,Clothing,100.00,1.27,55.947,yes,yes,US,https://www.ldmabrand.com,https://ldmabrand.com/products/heritage-sport-shorts-laguna-blue | https://ldmabrand.com/products/all-day-straight-leg-sweats-laguna-blue | https://ldmabrand.com/products/all-day-joggers-laguna-blue,no,no,no,no,home_ok,,95839,110.0,AWIN_AllClothingAdvertisers.csv,4.15357,2025-07-30,green,none,0,0,90,Retail & Shopping,72,"LDMA (Life Deserves More Action) are the world's most comfortable high-performance underwear and bras, designed to outlast your most challenging workouts and add style and comfort to everything in between. We create essential items for active wo"
request_to_join_p1_scrape_likely,253.8,Merino Tech,merino.tech,Judge.me;Okendo;Loox;Yotpo,yes,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Menswear|Shoes|Sportswear|Womenswear,100.00,0.69,71.5691,no,no,US,https://merino.tech/,https://merino.tech/products/merino-wool-hiking-socks-pack-of-3-army-green-sca_clone_freegift | https://merino.tech/products/mens-merino-pants-200-grey-melange | https://merino.tech/products/mens-merino-pants-200-windsor-blue | https://merino.tech/products/mens-merino-pants-200-deep-teal | https://merino.tech/products/mens-merino-pants-200-charcoal,no,no,no,no,http_200;products_json_6,,120417,145.0,AWIN_AllClothingAdvertisers.csv,5.83311,2025-11-26,amber,exposurelevel2,0,0,30,,54,"Merino.tech is a premium merino wool apparel brand designed for hiking, travel, and everyday performance. We offer high-quality, natural clothing with strong conversion and global shipping."
request_to_join_p1_scrape_likely,250.9,IMS Shop (US),shop.ims.com,Okendo;Loox;Yotpo,yes,yes,bottoms_denim_active;general_womenswear,Clothing,Childrenswear|Clothing|Clothing Accessories|Menswear|Sportswear|Womenswear,94.44,0.60,0,no,no,US,https://shop.ims.com/,https://shop.ims.com/products/ims9mh0044-indy-500-checkered-stripe-hat | https://shop.ims.com/products/ims1cl2602-2026-indy-500-winner-felix-rosenqvist-framed-piece | https://shop.ims.com/products/ims2dy2609-2026-chase-elliott-napa-1-64 | https://shop.ims.com/products/ims2dy2624-2026-william-byron-liberty-university-1-64 | https://shop.ims.com/products/ims2dy2503-2025-brickyard-400-winner-1-64-bubba-wallace,no,no,no,no,http_200;products_json_6,,80783,145.0,AWIN_AllClothingAdvertisers.csv,18.5764,2024-05-30,amber,exposurelevel4,0,0,30,Retail & Shopping,98,"Official online shop for the Indianapolis Motor Speedway licensed gear such as wall art, clothing, and accessories. Become a superfan today!"
request_to_join_p1_scrape_likely,250.0,Devon and Lang,devonandlang.com,Judge.me,yes,yes,full_bust_lingerie,Lingerie,Clothing|Lingerie,0.00,0.00,,no,no,US,https://devonandlang.com/,https://devonandlang.com/products/journey-boxer-brief-multi-packs-fan-faves | https://devonandlang.com/products/journey-boxer-brief-multi-packs-spring-refresh | https://devonandlang.com/products/journey-boxer-brief-moon-bunny-copy,no,no,no,no,home_ok,,126925,175.0,AWIN_AllClothingAdvertisers.csv,,2026-05-17,green,none,0,0,30,Retail & Shopping,null,"Devon Lang makes Life-Changing Underwear made from Tencel Modal. Soft where it matters, and bold where it counts."
request_to_join_p1_scrape_likely,250.0,Berkley Clothing,berkleyclothing.com,Yotpo,yes,yes,maternity_postpartum;bottoms_denim_active;general_womenswear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://berkleyclothing.com,https://berkleyclothing.com/products/donna-short-sleeve-tshirt-solid-white | https://berkleyclothing.com/products/donna-short-sleeve-tshirt-solid-black | https://berkleyclothing.com/products/donna-short-sleeve-tshirt-herringbone-black,no,no,no,no,home_ok,,95653,165.0,AWIN_AllClothingAdvertisers.csv,,2025-08-12,green,none,0,0,60,Retail & Shopping,null,Berkley Clothing is a maternity activewear line specializing in leggings and tops to take women through pregnancy and beyond. We have two different styles of leggings and one style of top both offered in a variety of colorways and fabrics.
request_to_join_p1_scrape_likely,248.6,WOLACO (US),wolaco.com,Yotpo,yes,yes,bottoms_denim_active;general_womenswear,Sportswear,Clothing|Menswear|Sports Equipment|Sportswear|Womenswear,82.78,0.10,41.7153,no,yes,US,https://www.wolaco.com/,https://www.wolaco.com/products/womens-core-tank-in-steel-green | https://www.wolaco.com/products/womens-core-tank-in-black-w-chrome | https://www.wolaco.com/products/womens-sprint-half-tight-in-hudson-grey-w-chrome,no,no,no,no,home_ok,,22475,145.0,AWIN_AllClothingAdvertisers.csv,4.45309,2021-05-10,amber,exposurelevel4,0,0,30,Retail & Shopping,84,WOLACO (Way of Life Athletic Co.) is an active apparel company for Men & Women. We empower the pursuit of growth through an active way of life & our innovative compression products are the first to come with sweat-proof pockets to keep your belongings dry
